country,date,accumulated_confirmed,increase_of_confirmed
Kyrgyzstan,2020-03-25,44,2
Kyrgyzstan,2020-03-26,44,0
Kyrgyzstan,2020-03-27,58,14
Laos,2020-03-01,0,0
Laos,2020-03-02,0,0
Laos,2020-03-03,0,0
Laos,2020-03-04,0,0
Laos,2020-03-05,0,0
Laos,2020-03-06,0,0
Laos,2020-03-07,0,0
Laos,2020-03-08,0,0
Laos,2020-03-09,0,0
Laos,2020-03-10,0,0
Laos,2020-03-11,0,0
Laos,2020-03-12,0,0
Laos,2020-03-13,0,0
Laos,2020-03-14,0,0
Laos,2020-03-15,0,0
Laos,2020-03-16,0,0
Laos,2020-03-17,0,0
Laos,2020-03-18,0,0
Laos,2020-03-19,0,0
Laos,2020-03-20,0,0
Laos,2020-03-21,0,0
Laos,2020-03-22,0,0
Laos,2020-03-23,0,0
Laos,2020-03-24,2,2
Laos,2020-03-25,3,1
Laos,2020-03-26,6,3
Laos,2020-03-27,6,0
Latvia,2020-03-01,0,0
Latvia,2020-03-02,1,1
Latvia,2020-03-03,1,0
Latvia,2020-03-04,1,0
Latvia,2020-03-05,1,0
Latvia,2020-03-06,1,0
Latvia,2020-03-07,1,0
Latvia,2020-03-08,2,1
Latvia,2020-03-09,6,4
Latvia,2020-03-10,8,2
Latvia,2020-03-11,10,2
Latvia,2020-03-12,10,0
Latvia,2020-03-13,17,7
Latvia,2020-03-14,26,9
Latvia,2020-03-15,30,4
Latvia,2020-03-16,34,4
Latvia,2020-03-17,49,15
Latvia,2020-03-18,71,22
Latvia,2020-03-19,86,15
Latvia,2020-03-20,111,25
Latvia,2020-03-21,124,13
Latvia,2020-03-22,139,15
Latvia,2020-03-23,180,41
Latvia,2020-03-24,197,17
Latvia,2020-03-25,221,24
Latvia,2020-03-26,244,23
Latvia,2020-03-27,280,36
Lebanon,2020-03-01,10,0
Lebanon,2020-03-02,13,3
Lebanon,2020-03-03,13,0
Lebanon,2020-03-04,13,0
Lebanon,2020-03-05,16,3
Lebanon,2020-03-06,22,6
Lebanon,2020-03-07,22,0
Lebanon,2020-03-08,32,10
Lebanon,2020-03-09,32,0
Lebanon,2020-03-10,41,9
Lebanon,2020-03-11,61,20
Lebanon,2020-03-12,61,0
Lebanon,2020-03-13,77,16
Lebanon,2020-03-14,93,16
Lebanon,2020-03-15,110,17
Lebanon,2020-03-16,110,0
Lebanon,2020-03-17,120,10
Lebanon,2020-03-18,133,13
Lebanon,2020-03-19,157,24
Lebanon,2020-03-20,163,6
Lebanon,2020-03-21,187,24
Lebanon,2020-03-22,248,61
Lebanon,2020-03-23,267,19
Lebanon,2020-03-24,318,51
Lebanon,2020-03-25,333,15
Lebanon,2020-03-26,368,35
Lebanon,2020-03-27,391,23
Liberia,2020-03-01,0,0
Liberia,2020-03-02,0,0
Liberia,2020-03-03,0,0
Liberia,2020-03-04,0,0
Liberia,2020-03-05,0,0
Liberia,2020-03-06,0,0
Liberia,2020-03-07,0,0
Liberia,2020-03-08,0,0
Liberia,2020-03-09,0,0
Liberia,2020-03-10,0,0
Liberia,2020-03-11,0,0
Liberia,2020-03-12,0,0
Liberia,2020-03-13,0,0
Liberia,2020-03-14,0,0
Liberia,2020-03-15,0,0
Liberia,2020-03-16,1,1
Liberia,2020-03-17,1,0
Liberia,2020-03-18,2,1
Liberia,2020-03-19,2,0
Liberia,2020-03-20,2,0
Liberia,2020-03-21,3,1
Liberia,2020-03-22,3,0
Liberia,2020-03-23,3,0
Liberia,2020-03-24,3,0
Liberia,2020-03-25,3,0
Liberia,2020-03-26,3,0
Liberia,2020-03-27,3,0
Libya,2020-03-01,0,0
Libya,2020-03-02,0,0
Libya,2020-03-03,0,0
Libya,2020-03-04,0,0
Libya,2020-03-05,0,0
Libya,2020-03-06,0,0
Libya,2020-03-07,0,0
Libya,2020-03-08,0,0
Libya,2020-03-09,0,0
Libya,2020-03-10,0,0
Libya,2020-03-11,0,0
Libya,2020-03-12,0,0
Libya,2020-03-13,0,0
Libya,2020-03-14,0,0
Libya,2020-03-15,0,0
Libya,2020-03-16,0,0
Libya,2020-03-17,0,0
Libya,2020-03-18,0,0
Libya,2020-03-19,0,0
Libya,2020-03-20,0,0
Libya,2020-03-21,0,0
Libya,2020-03-22,0,0
Libya,2020-03-23,0,0
Libya,2020-03-24,1,1
Libya,2020-03-25,1,0
Libya,2020-03-26,1,0
Libya,2020-03-27,1,0
Liechtenstein,2020-03-01,0,0
Liechtenstein,2020-03-02,0,0
Liechtenstein,2020-03-03,0,0
Liechtenstein,2020-03-04,1,1
Liechtenstein,2020-03-05,1,0
Liechtenstein,2020-03-06,1,0
Liechtenstein,2020-03-07,1,0
Liechtenstein,2020-03-08,1,0
Liechtenstein,2020-03-09,1,0
Liechtenstein,2020-03-10,1,0
Liechtenstein,2020-03-11,1,0
Liechtenstein,2020-03-12,1,0
Liechtenstein,2020-03-13,1,0
Liechtenstein,2020-03-14,4,3
Liechtenstein,2020-03-15,4,0
Liechtenstein,2020-03-16,4,0
Liechtenstein,2020-03-17,7,3
Liechtenstein,2020-03-18,28,21
Liechtenstein,2020-03-19,28,0
Liechtenstein,2020-03-20,28,0
Liechtenstein,2020-03-21,37,9
Liechtenstein,2020-03-22,37,0
Liechtenstein,2020-03-23,51,14
Liechtenstein,2020-03-24,51,0
Liechtenstein,2020-03-25,51,0
Liechtenstein,2020-03-26,56,5
Liechtenstein,2020-03-27,56,0
Lithuania,2020-03-01,1,0
Lithuania,2020-03-02,1,0
Lithuania,2020-03-03,1,0
Lithuania,2020-03-04,1,0
Lithuania,2020-03-05,1,0
Lithuania,2020-03-06,1,0
Lithuania,2020-03-07,1,0
Lithuania,2020-03-08,1,0
Lithuania,2020-03-09,1,0
Lithuania,2020-03-10,1,0
Lithuania,2020-03-11,3,2
Lithuania,2020-03-12,3,0
Lithuania,2020-03-13,6,3
Lithuania,2020-03-14,8,2
Lithuania,2020-03-15,12,4
Lithuania,2020-03-16,17,5
Lithuania,2020-03-17,25,8
Lithuania,2020-03-18,27,2
Lithuania,2020-03-19,36,9
Lithuania,2020-03-20,49,13
Lithuania,2020-03-21,83,34
Lithuania,2020-03-22,143,60
Lithuania,2020-03-23,179,36
Lithuania,2020-03-24,209,30
Lithuania,2020-03-25,274,65
Lithuania,2020-03-26,299,25
Lithuania,2020-03-27,358,59
Luxembourg,2020-03-01,1,0
Luxembourg,2020-03-02,1,0
Luxembourg,2020-03-03,1,0
Luxembourg,2020-03-04,1,0
Luxembourg,2020-03-05,1,0
Luxembourg,2020-03-06,2,1
Luxembourg,2020-03-07,2,0
Luxembourg,2020-03-08,3,1
Luxembourg,2020-03-09,3,0
Luxembourg,2020-03-10,5,2
Luxembourg,2020-03-11,7,2
Luxembourg,2020-03-12,19,12
Luxembourg,2020-03-13,34,15
Luxembourg,2020-03-14,51,17
Luxembourg,2020-03-15,59,8
Luxembourg,2020-03-16,77,18
Luxembourg,2020-03-17,140,63
Luxembourg,2020-03-18,203,63
Luxembourg,2020-03-19,335,132
Luxembourg,2020-03-20,484,149
Luxembourg,2020-03-21,670,186
Luxembourg,2020-03-22,798,128
Luxembourg,2020-03-23,875,77
Luxembourg,2020-03-24,1099,224
Luxembourg,2020-03-25,1333,234
Luxembourg,2020-03-26,1453,120
Luxembourg,2020-03-27,1605,152
Madagascar,2020-03-01,0,0
Madagascar,2020-03-02,0,0
Madagascar,2020-03-03,0,0
Madagascar,2020-03-04,0,0
Madagascar,2020-03-05,0,0
Madagascar,2020-03-06,0,0
Madagascar,2020-03-07,0,0
Madagascar,2020-03-08,0,0
Madagascar,2020-03-09,0,0
Madagascar,2020-03-10,0,0
Madagascar,2020-03-11,0,0
Madagascar,2020-03-12,0,0
Madagascar,2020-03-13,0,0
Madagascar,2020-03-14,0,0
Madagascar,2020-03-15,0,0
Madagascar,2020-03-16,0,0
Madagascar,2020-03-17,0,0
Madagascar,2020-03-18,0,0
Madagascar,2020-03-19,0,0
Madagascar,2020-03-20,3,3
Madagascar,2020-03-21,3,0
Madagascar,2020-03-22,3,0
Madagascar,2020-03-23,12,9
Madagascar,2020-03-24,17,5
Madagascar,2020-03-25,19,2
Madagascar,2020-03-26,23,4
Madagascar,2020-03-27,26,3
Malaysia,2020-03-01,29,0
Malaysia,2020-03-02,29,0
Malaysia,2020-03-03,36,7
Malaysia,2020-03-04,50,14
Malaysia,2020-03-05,50,0
Malaysia,2020-03-06,83,33
Malaysia,2020-03-07,93,10
Malaysia,2020-03-08,99,6
Malaysia,2020-03-09,117,18
Malaysia,2020-03-10,129,12
Malaysia,2020-03-11,149,20
Malaysia,2020-03-12,149,0
Malaysia,2020-03-13,197,48
Malaysia,2020-03-14,238,41
Malaysia,2020-03-15,428,190
Malaysia,2020-03-16,566,138
Malaysia,2020-03-17,673,107
Malaysia,2020-03-18,790,117
Malaysia,2020-03-19,900,110
Malaysia,2020-03-20,1030,130
Malaysia,2020-03-21,1183,153
Malaysia,2020-03-22,1306,123
Malaysia,2020-03-23,1518,212
Malaysia,2020-03-24,1624,106
Malaysia,2020-03-25,1796,172
Malaysia,2020-03-26,2031,235
Malaysia,2020-03-27,2161,130
Maldives,2020-03-01,0,0
Maldives,2020-03-02,0,0
Maldives,2020-03-03,0,0
Maldives,2020-03-04,0,0
Maldives,2020-03-05,0,0
Maldives,2020-03-06,0,0
Maldives,2020-03-07,0,0
Maldives,2020-03-08,4,4
Maldives,2020-03-09,4,0
Maldives,2020-03-10,6,2
Maldives,2020-03-11,8,2
Maldives,2020-03-12,8,0
Maldives,2020-03-13,9,1
Maldives,2020-03-14,10,1
Maldives,2020-03-15,13,3
Maldives,2020-03-16,13,0
Maldives,2020-03-17,13,0
Maldives,2020-03-18,13,0
Maldives,2020-03-19,13,0
Maldives,2020-03-20,13,0
Maldives,2020-03-21,13,0
Maldives,2020-03-22,13,0
Maldives,2020-03-23,13,0
Maldives,2020-03-24,13,0
Maldives,2020-03-25,13,0
Maldives,2020-03-26,13,0
Maldives,2020-03-27,16,3
Mali,2020-03-01,0,0
Mali,2020-03-02,0,0
Mali,2020-03-03,0,0
Mali,2020-03-04,0,0
Mali,2020-03-05,0,0
Mali,2020-03-06,0,0
Mali,2020-03-07,0,0
Mali,2020-03-08,0,0
Mali,2020-03-09,0,0
Mali,2020-03-10,0,0
Mali,2020-03-11,0,0
Mali,2020-03-12,0,0
Mali,2020-03-13,0,0
Mali,2020-03-14,0,0
Mali,2020-03-15,0,0
Mali,2020-03-16,0,0
Mali,2020-03-17,0,0
Mali,2020-03-18,0,0
Mali,2020-03-19,0,0
Mali,2020-03-20,0,0
Mali,2020-03-21,0,0
Mali,2020-03-22,0,0
Mali,2020-03-23,0,0
Mali,2020-03-24,0,0
Mali,2020-03-25,2,2
Mali,2020-03-26,4,2
Mali,2020-03-27,11,7
Malta,2020-03-01,0,0
Malta,2020-03-02,0,0
Malta,2020-03-03,0,0
Malta,2020-03-04,0,0
Malta,2020-03-05,0,0
Malta,2020-03-06,0,0
Malta,2020-03-07,3,3
Malta,2020-03-08,3,0
Malta,2020-03-09,3,0
Malta,2020-03-10,5,2
Malta,2020-03-11,6,1
Malta,2020-03-12,6,0
Malta,2020-03-13,12,6
Malta,2020-03-14,18,6
Malta,2020-03-15,21,3
Malta,2020-03-16,30,9
Malta,2020-03-17,38,8
Malta,2020-03-18,38,0
Malta,2020-03-19,53,15
Malta,2020-03-20,64,11
Malta,2020-03-21,73,9
Malta,2020-03-22,90,17
Malta,2020-03-23,107,17
Malta,2020-03-24,110,3
Malta,2020-03-25,129,19
Malta,2020-03-26,134,5
Malta,2020-03-27,139,5
Mauritania,2020-03-01,0,0
Mauritania,2020-03-02,0,0
Mauritania,2020-03-03,0,0
Mauritania,2020-03-04,0,0
Mauritania,2020-03-05,0,0
Mauritania,2020-03-06,0,0
Mauritania,2020-03-07,0,0
Mauritania,2020-03-08,0,0
Mauritania,2020-03-09,0,0
Mauritania,2020-03-10,0,0
Mauritania,2020-03-11,0,0
Mauritania,2020-03-12,0,0
Mauritania,2020-03-13,0,0
Mauritania,2020-03-14,1,1
Mauritania,2020-03-15,1,0
Mauritania,2020-03-16,1,0
Mauritania,2020-03-17,1,0
Mauritania,2020-03-18,1,0
Mauritania,2020-03-19,2,1
Mauritania,2020-03-20,2,0
Mauritania,2020-03-21,2,0
Mauritania,2020-03-22,2,0
Mauritania,2020-03-23,2,0
Mauritania,2020-03-24,2,0
Mauritania,2020-03-25,2,0
Mauritania,2020-03-26,3,1
Mauritania,2020-03-27,3,0
Mauritius,2020-03-01,0,0
Mauritius,2020-03-02,0,0
Mauritius,2020-03-03,0,0
Mauritius,2020-03-04,0,0
Mauritius,2020-03-05,0,0
Mauritius,2020-03-06,0,0
Mauritius,2020-03-07,0,0
Mauritius,2020-03-08,0,0
Mauritius,2020-03-09,0,0
Mauritius,2020-03-10,0,0
Mauritius,2020-03-11,0,0
Mauritius,2020-03-12,0,0
Mauritius,2020-03-13,0,0
Mauritius,2020-03-14,0,0
Mauritius,2020-03-15,0,0
Mauritius,2020-03-16,0,0
Mauritius,2020-03-17,0,0
Mauritius,2020-03-18,3,3
Mauritius,2020-03-19,3,0
Mauritius,2020-03-20,12,9
Mauritius,2020-03-21,14,2
Mauritius,2020-03-22,28,14
Mauritius,2020-03-23,36,8
Mauritius,2020-03-24,42,6
Mauritius,2020-03-25,48,6
Mauritius,2020-03-26,81,33
Mauritius,2020-03-27,94,13
Mexico,2020-03-01,5,0
Mexico,2020-03-02,5,0
Mexico,2020-03-03,5,0
Mexico,2020-03-04,5,0
Mexico,2020-03-05,5,0
Mexico,2020-03-06,6,1
Mexico,2020-03-07,6,0
Mexico,2020-03-08,7,1
Mexico,2020-03-09,7,0
Mexico,2020-03-10,7,0
Mexico,2020-03-11,8,1
Mexico,2020-03-12,12,4
Mexico,2020-03-13,12,0
Mexico,2020-03-14,26,14
Mexico,2020-03-15,41,15
Mexico,2020-03-16,53,12
Mexico,2020-03-17,82,29
Mexico,2020-03-18,93,11
Mexico,2020-03-19,118,25
Mexico,2020-03-20,164,46
Mexico,2020-03-21,203,39
Mexico,2020-03-22,251,48
Mexico,2020-03-23,316,65
Mexico,2020-03-24,367,51
Mexico,2020-03-25,405,38
Mexico,2020-03-26,475,70
Mexico,2020-03-27,585,110
Moldova,2020-03-01,0,0
Moldova,2020-03-02,0,0
Moldova,2020-03-03,0,0
Moldova,2020-03-04,0,0
Moldova,2020-03-05,0,0
Moldova,2020-03-06,0,0
Moldova,2020-03-07,0,0
Moldova,2020-03-08,1,1
Moldova,2020-03-09,1,0
Moldova,2020-03-10,3,2
Moldova,2020-03-11,3,0
Moldova,2020-03-12,3,0
Moldova,2020-03-13,6,3
Moldova,2020-03-14,12,6
Moldova,2020-03-15,23,11
Moldova,2020-03-16,23,0
Moldova,2020-03-17,30,7
Moldova,2020-03-18,30,0
Moldova,2020-03-19,49,19
Moldova,2020-03-20,66,17
Moldova,2020-03-21,80,14
Moldova,2020-03-22,94,14
Moldova,2020-03-23,109,15
Moldova,2020-03-24,125,16
Moldova,2020-03-25,149,24
Moldova,2020-03-26,177,28
Moldova,2020-03-27,199,22
Monaco,2020-03-01,1,0
Monaco,2020-03-02,1,0
Monaco,2020-03-03,1,0
Monaco,2020-03-04,1,0
Monaco,2020-03-05,1,0
Monaco,2020-03-06,1,0
Monaco,2020-03-07,1,0
Monaco,2020-03-08,1,0
Monaco,2020-03-09,1,0
Monaco,2020-03-10,1,0
Monaco,2020-03-11,1,0
Monaco,2020-03-12,2,1
Monaco,2020-03-13,2,0
Monaco,2020-03-14,2,0
Monaco,2020-03-15,2,0
Monaco,2020-03-16,7,5
Monaco,2020-03-17,7,0
Monaco,2020-03-18,7,0
Monaco,2020-03-19,7,0
Monaco,2020-03-20,11,4
Monaco,2020-03-21,11,0
Monaco,2020-03-22,23,12
Monaco,2020-03-23,23,0
Monaco,2020-03-24,23,0
Monaco,2020-03-25,31,8
Monaco,2020-03-26,33,2
Monaco,2020-03-27,42,9
Mongolia,2020-03-01,0,0
Mongolia,2020-03-02,0,0
Mongolia,2020-03-03,0,0
Mongolia,2020-03-04,0,0
Mongolia,2020-03-05,0,0
Mongolia,2020-03-06,0,0
Mongolia,2020-03-07,0,0
Mongolia,2020-03-08,0,0
Mongolia,2020-03-09,0,0
Mongolia,2020-03-10,1,1
Mongolia,2020-03-11,1,0
Mongolia,2020-03-12,1,0
Mongolia,2020-03-13,1,0
Mongolia,2020-03-14,1,0
Mongolia,2020-03-15,1,0
Mongolia,2020-03-16,1,0
Mongolia,2020-03-17,5,4
Mongolia,2020-03-18,6,1
Mongolia,2020-03-19,6,0
Mongolia,2020-03-20,6,0
Mongolia,2020-03-21,10,4
Mongolia,2020-03-22,10,0
Mongolia,2020-03-23,10,0
Mongolia,2020-03-24,10,0
Mongolia,2020-03-25,10,0
Mongolia,2020-03-26,11,1
Mongolia,2020-03-27,11,0
Montenegro,2020-03-01,0,0
Montenegro,2020-03-02,0,0
Montenegro,2020-03-03,0,0
Montenegro,2020-03-04,0,0
Montenegro,2020-03-05,0,0
Montenegro,2020-03-06,0,0
Montenegro,2020-03-07,0,0
Montenegro,2020-03-08,0,0
Montenegro,2020-03-09,0,0
Montenegro,2020-03-10,0,0
Montenegro,2020-03-11,0,0
Montenegro,2020-03-12,0,0
Montenegro,2020-03-13,0,0
Montenegro,2020-03-14,0,0
Montenegro,2020-03-15,0,0
Montenegro,2020-03-16,0,0
Montenegro,2020-03-17,2,2
Montenegro,2020-03-18,2,0
Montenegro,2020-03-19,3,1
Montenegro,2020-03-20,14,11
Montenegro,2020-03-21,14,0
Montenegro,2020-03-22,21,7
Montenegro,2020-03-23,27,6
Montenegro,2020-03-24,47,20
Montenegro,2020-03-25,52,5
Montenegro,2020-03-26,69,17
Montenegro,2020-03-27,82,13
Morocco,2020-03-01,0,0
Morocco,2020-03-02,1,1
Morocco,2020-03-03,1,0
Morocco,2020-03-04,1,0
Morocco,2020-03-05,2,1
Morocco,2020-03-06,2,0
Morocco,2020-03-07,2,0
Morocco,2020-03-08,2,0
Morocco,2020-03-09,2,0
Morocco,2020-03-10,3,1
Morocco,2020-03-11,5,2
Morocco,2020-03-12,6,1
Morocco,2020-03-13,7,1
Morocco,2020-03-14,17,10
Morocco,2020-03-15,28,11
Morocco,2020-03-16,29,1
Morocco,2020-03-17,38,9
Morocco,2020-03-18,49,11
Morocco,2020-03-19,63,14
Morocco,2020-03-20,77,14
Morocco,2020-03-21,96,19
Morocco,2020-03-22,115,19
Morocco,2020-03-23,143,28
Morocco,2020-03-24,170,27
Morocco,2020-03-25,225,55
Morocco,2020-03-26,275,50
Morocco,2020-03-27,345,70
Mozambique,2020-03-01,0,0
Mozambique,2020-03-02,0,0
Mozambique,2020-03-03,0,0
Mozambique,2020-03-04,0,0
Mozambique,2020-03-05,0,0
Mozambique,2020-03-06,0,0
Mozambique,2020-03-07,0,0
Mozambique,2020-03-08,0,0
Mozambique,2020-03-09,0,0
Mozambique,2020-03-10,0,0
Mozambique,2020-03-11,0,0
Mozambique,2020-03-12,0,0
Mozambique,2020-03-13,0,0
Mozambique,2020-03-14,0,0
Mozambique,2020-03-15,0,0
Mozambique,2020-03-16,0,0
Mozambique,2020-03-17,0,0
Mozambique,2020-03-18,0,0
Mozambique,2020-03-19,0,0
Mozambique,2020-03-20,0,0
Mozambique,2020-03-21,0,0
Mozambique,2020-03-22,1,1
Mozambique,2020-03-23,1,0
Mozambique,2020-03-24,3,2
Mozambique,2020-03-25,5,2
Mozambique,2020-03-26,7,2
Mozambique,2020-03-27,7,0
Namibia,2020-03-01,0,0
Namibia,2020-03-02,0,0
Namibia,2020-03-03,0,0
Namibia,2020-03-04,0,0
Namibia,2020-03-05,0,0
Namibia,2020-03-06,0,0
Namibia,2020-03-07,0,0
Namibia,2020-03-08,0,0
Namibia,2020-03-09,0,0
Namibia,2020-03-10,0,0
Namibia,2020-03-11,0,0
Namibia,2020-03-12,0,0
Namibia,2020-03-13,0,0
Namibia,2020-03-14,2,2
Namibia,2020-03-15,2,0
Namibia,2020-03-16,2,0
Namibia,2020-03-17,2,0
Namibia,2020-03-18,2,0
Namibia,2020-03-19,3,1
Namibia,2020-03-20,3,0
Namibia,2020-03-21,3,0
Namibia,2020-03-22,3,0
Namibia,2020-03-23,4,1
Namibia,2020-03-24,7,3
Namibia,2020-03-25,7,0
Namibia,2020-03-26,8,1
Namibia,2020-03-27,8,0
Nepal,2020-03-01,1,0
Nepal,2020-03-02,1,0
Nepal,2020-03-03,1,0
Nepal,2020-03-04,1,0
Nepal,2020-03-05,1,0
Nepal,2020-03-06,1,0
Nepal,2020-03-07,1,0
Nepal,2020-03-08,1,0
Nepal,2020-03-09,1,0
Nepal,2020-03-10,1,0
Nepal,2020-03-11,1,0
Nepal,2020-03-12,1,0
Nepal,2020-03-13,1,0
Nepal,2020-03-14,1,0
Nepal,2020-03-15,1,0
Nepal,2020-03-16,1,0
Nepal,2020-03-17,1,0
Nepal,2020-03-18,1,0
Nepal,2020-03-19,1,0
Nepal,2020-03-20,1,0
Nepal,2020-03-21,1,0
Nepal,2020-03-22,1,0
Nepal,2020-03-23,2,1
Nepal,2020-03-24,2,0
Nepal,2020-03-25,3,1
Nepal,2020-03-26,3,0
Nepal,2020-03-27,4,1
Netherlands,2020-03-01,10,0
Netherlands,2020-03-02,18,8
Netherlands,2020-03-03,24,6
Netherlands,2020-03-04,38,14
Netherlands,2020-03-05,82,44
Netherlands,2020-03-06,128,46
Netherlands,2020-03-07,188,60
Netherlands,2020-03-08,265,77
Netherlands,2020-03-09,321,56
Netherlands,2020-03-10,382,61
Netherlands,2020-03-11,503,121
Netherlands,2020-03-12,503,0
Netherlands,2020-03-13,806,303
Netherlands,2020-03-14,962,156
Netherlands,2020-03-15,1138,176
Netherlands,2020-03-16,1416,278
Netherlands,2020-03-17,1711,295
Netherlands,2020-03-18,2058,347
Netherlands,2020-03-19,2467,409
Netherlands,2020-03-20,3003,536
Netherlands,2020-03-21,3640,637
Netherlands,2020-03-22,4217,577
Netherlands,2020-03-23,4764,547
Netherlands,2020-03-24,5580,816
Netherlands,2020-03-25,6438,858
Netherlands,2020-03-26,7468,1030
Netherlands,2020-03-27,8647,1179
New Zealand,2020-03-01,1,0
New Zealand,2020-03-02,1,0
New Zealand,2020-03-03,1,0
New Zealand,2020-03-04,3,2
New Zealand,2020-03-05,3,0
New Zealand,2020-03-06,4,1
New Zealand,2020-03-07,5,1
New Zealand,2020-03-08,5,0
New Zealand,2020-03-09,5,0
New Zealand,2020-03-10,5,0
New Zealand,2020-03-11,5,0
New Zealand,2020-03-12,5,0
New Zealand,2020-03-13,5,0
New Zealand,2020-03-14,6,1
New Zealand,2020-03-15,8,2
New Zealand,2020-03-16,8,0
New Zealand,2020-03-17,12,4
New Zealand,2020-03-18,20,8
New Zealand,2020-03-19,28,8
New Zealand,2020-03-20,39,11
New Zealand,2020-03-21,52,13
New Zealand,2020-03-22,102,50
New Zealand,2020-03-23,102,0
New Zealand,2020-03-24,155,53
New Zealand,2020-03-25,205,50
New Zealand,2020-03-26,283,78
New Zealand,2020-03-27,368,85
Nicaragua,2020-03-01,0,0
Nicaragua,2020-03-02,0,0
Nicaragua,2020-03-03,0,0
Nicaragua,2020-03-04,0,0
Nicaragua,2020-03-05,0,0
Nicaragua,2020-03-06,0,0
Nicaragua,2020-03-07,0,0
Nicaragua,2020-03-08,0,0
Nicaragua,2020-03-09,0,0
Nicaragua,2020-03-10,0,0
Nicaragua,2020-03-11,0,0
Nicaragua,2020-03-12,0,0
Nicaragua,2020-03-13,0,0
Nicaragua,2020-03-14,0,0
Nicaragua,2020-03-15,0,0
Nicaragua,2020-03-16,0,0
Nicaragua,2020-03-17,0,0
Nicaragua,2020-03-18,0,0
Nicaragua,2020-03-19,1,1
Nicaragua,2020-03-20,1,0
Nicaragua,2020-03-21,2,1
Nicaragua,2020-03-22,2,0
Nicaragua,2020-03-23,2,0
Nicaragua,2020-03-24,2,0
Nicaragua,2020-03-25,2,0
Nicaragua,2020-03-26,2,0
Nicaragua,2020-03-27,2,0
Niger,2020-03-01,0,0
Niger,2020-03-02,0,0
Niger,2020-03-03,0,0
Niger,2020-03-04,0,0
Niger,2020-03-05,0,0
Niger,2020-03-06,0,0
Niger,2020-03-07,0,0
Niger,2020-03-08,0,0
Niger,2020-03-09,0,0
Niger,2020-03-10,0,0
Niger,2020-03-11,0,0
Niger,2020-03-12,0,0
Niger,2020-03-13,0,0
Niger,2020-03-14,0,0
Niger,2020-03-15,0,0
Niger,2020-03-16,0,0
Niger,2020-03-17,0,0
Niger,2020-03-18,0,0
Niger,2020-03-19,0,0
Niger,2020-03-20,1,1
Niger,2020-03-21,1,0
Niger,2020-03-22,2,1
Niger,2020-03-23,3,1
Niger,2020-03-24,3,0
Niger,2020-03-25,7,4
Niger,2020-03-26,10,3
Niger,2020-03-27,10,0
Nigeria,2020-03-01,1,0
Nigeria,2020-03-02,1,0
Nigeria,2020-03-03,1,0
Nigeria,2020-03-04,1,0
Nigeria,2020-03-05,1,0
Nigeria,2020-03-06,1,0
Nigeria,2020-03-07,1,0
Nigeria,2020-03-08,1,0
Nigeria,2020-03-09,2,1
Nigeria,2020-03-10,2,0
Nigeria,2020-03-11,2,0
Nigeria,2020-03-12,2,0
Nigeria,2020-03-13,2,0
Nigeria,2020-03-14,2,0
Nigeria,2020-03-15,2,0
Nigeria,2020-03-16,2,0
Nigeria,2020-03-17,3,1
Nigeria,2020-03-18,8,5
Nigeria,2020-03-19,8,0
Nigeria,2020-03-20,12,4
Nigeria,2020-03-21,22,10
Nigeria,2020-03-22,30,8
Nigeria,2020-03-23,40,10
Nigeria,2020-03-24,44,4
Nigeria,2020-03-25,51,7
Nigeria,2020-03-26,65,14
Nigeria,2020-03-27,70,5
North Macedonia,2020-03-01,1,0
North Macedonia,2020-03-02,1,0
North Macedonia,2020-03-03,1,0
North Macedonia,2020-03-04,1,0
North Macedonia,2020-03-05,1,0
North Macedonia,2020-03-06,3,2
North Macedonia,2020-03-07,3,0
North Macedonia,2020-03-08,3,0
North Macedonia,2020-03-09,3,0
North Macedonia,2020-03-10,7,4
North Macedonia,2020-03-11,7,0
North Macedonia,2020-03-12,7,0
North Macedonia,2020-03-13,14,7
North Macedonia,2020-03-14,14,0
North Macedonia,2020-03-15,14,0
North Macedonia,2020-03-16,18,4
North Macedonia,2020-03-17,26,8
North Macedonia,2020-03-18,35,9
North Macedonia,2020-03-19,48,13
North Macedonia,2020-03-20,67,19
North Macedonia,2020-03-21,85,18
North Macedonia,2020-03-22,115,30
North Macedonia,2020-03-23,136,21
North Macedonia,2020-03-24,148,12
North Macedonia,2020-03-25,177,29
North Macedonia,2020-03-26,201,24
North Macedonia,2020-03-27,219,18
Norway,2020-03-01,19,0
Norway,2020-03-02,25,6
Norway,2020-03-03,32,7
Norway,2020-03-04,56,24
Norway,2020-03-05,87,31
Norway,2020-03-06,108,21
Norway,2020-03-07,147,39
Norway,2020-03-08,176,29
Norway,2020-03-09,205,29
Norway,2020-03-10,400,195
Norway,2020-03-11,598,198
Norway,2020-03-12,702,104
Norway,2020-03-13,996,294
Norway,2020-03-14,1090,94
Norway,2020-03-15,1221,131
Norway,2020-03-16,1333,112
Norway,2020-03-17,1463,130
Norway,2020-03-18,1550,87
Norway,2020-03-19,1746,196
Norway,2020-03-20,1914,168
Norway,2020-03-21,2118,204
Norway,2020-03-22,2385,267
Norway,2020-03-23,2621,236
Norway,2020-03-24,2863,242
Norway,2020-03-25,3084,221
Norway,2020-03-26,3369,285
Norway,2020-03-27,3755,386
Oman,2020-03-01,6,0
Oman,2020-03-02,6,0
Oman,2020-03-03,12,6
Oman,2020-03-04,15,3
Oman,2020-03-05,16,1
