country,date,accumulated_recovered,increase_of_recovered
Laos,2020-03-10,0,0
Laos,2020-03-11,0,0
Laos,2020-03-12,0,0
Laos,2020-03-13,0,0
Laos,2020-03-14,0,0
Laos,2020-03-15,0,0
Laos,2020-03-16,0,0
Laos,2020-03-17,0,0
Laos,2020-03-18,0,0
Laos,2020-03-19,0,0
Laos,2020-03-20,0,0
Laos,2020-03-21,0,0
Laos,2020-03-22,0,0
Laos,2020-03-23,0,0
Laos,2020-03-24,0,0
Laos,2020-03-25,0,0
Laos,2020-03-26,0,0
Laos,2020-03-27,0,0
Latvia,2020-03-01,0,0
Latvia,2020-03-02,0,0
Latvia,2020-03-03,0,0
Latvia,2020-03-04,0,0
Latvia,2020-03-05,0,0
Latvia,2020-03-06,0,0
Latvia,2020-03-07,0,0
Latvia,2020-03-08,0,0
Latvia,2020-03-09,0,0
Latvia,2020-03-10,1,1
Latvia,2020-03-11,1,0
Latvia,2020-03-12,1,0
Latvia,2020-03-13,1,0
Latvia,2020-03-14,1,0
Latvia,2020-03-15,1,0
Latvia,2020-03-16,1,0
Latvia,2020-03-17,1,0
Latvia,2020-03-18,1,0
Latvia,2020-03-19,1,0
Latvia,2020-03-20,1,0
Latvia,2020-03-21,1,0
Latvia,2020-03-22,1,0
Latvia,2020-03-23,1,0
Latvia,2020-03-24,1,0
Latvia,2020-03-25,1,0
Latvia,2020-03-26,1,0
Latvia,2020-03-27,1,0
Lebanon,2020-03-01,0,0
Lebanon,2020-03-02,0,0
Lebanon,2020-03-03,0,0
Lebanon,2020-03-04,1,1
Lebanon,2020-03-05,1,0
Lebanon,2020-03-06,1,0
Lebanon,2020-03-07,1,0
Lebanon,2020-03-08,1,0
Lebanon,2020-03-09,1,0
Lebanon,2020-03-10,1,0
Lebanon,2020-03-11,1,0
Lebanon,2020-03-12,1,0
Lebanon,2020-03-13,1,0
Lebanon,2020-03-14,1,0
Lebanon,2020-03-15,1,0
Lebanon,2020-03-16,1,0
Lebanon,2020-03-17,3,2
Lebanon,2020-03-18,3,0
Lebanon,2020-03-19,4,1
Lebanon,2020-03-20,4,0
Lebanon,2020-03-21,4,0
Lebanon,2020-03-22,8,4
Lebanon,2020-03-23,8,0
Lebanon,2020-03-24,8,0
Lebanon,2020-03-25,20,12
Lebanon,2020-03-26,23,3
Lebanon,2020-03-27,27,4
Liberia,2020-03-01,0,0
Liberia,2020-03-02,0,0
Liberia,2020-03-03,0,0
Liberia,2020-03-04,0,0
Liberia,2020-03-05,0,0
Liberia,2020-03-06,0,0
Liberia,2020-03-07,0,0
Liberia,2020-03-08,0,0
Liberia,2020-03-09,0,0
Liberia,2020-03-10,0,0
Liberia,2020-03-11,0,0
Liberia,2020-03-12,0,0
Liberia,2020-03-13,0,0
Liberia,2020-03-14,0,0
Liberia,2020-03-15,0,0
Liberia,2020-03-16,0,0
Liberia,2020-03-17,0,0
Liberia,2020-03-18,0,0
Liberia,2020-03-19,0,0
Liberia,2020-03-20,0,0
Liberia,2020-03-21,0,0
Liberia,2020-03-22,0,0
Liberia,2020-03-23,0,0
Liberia,2020-03-24,0,0
Liberia,2020-03-25,0,0
Liberia,2020-03-26,0,0
Liberia,2020-03-27,0,0
Libya,2020-03-01,0,0
Libya,2020-03-02,0,0
Libya,2020-03-03,0,0
Libya,2020-03-04,0,0
Libya,2020-03-05,0,0
Libya,2020-03-06,0,0
Libya,2020-03-07,0,0
Libya,2020-03-08,0,0
Libya,2020-03-09,0,0
Libya,2020-03-10,0,0
Libya,2020-03-11,0,0
Libya,2020-03-12,0,0
Libya,2020-03-13,0,0
Libya,2020-03-14,0,0
Libya,2020-03-15,0,0
Libya,2020-03-16,0,0
Libya,2020-03-17,0,0
Libya,2020-03-18,0,0
Libya,2020-03-19,0,0
Libya,2020-03-20,0,0
Libya,2020-03-21,0,0
Libya,2020-03-22,0,0
Libya,2020-03-23,0,0
Libya,2020-03-24,0,0
Libya,2020-03-25,0,0
Libya,2020-03-26,0,0
Libya,2020-03-27,0,0
Liechtenstein,2020-03-01,0,0
Liechtenstein,2020-03-02,0,0
Liechtenstein,2020-03-03,0,0
Liechtenstein,2020-03-04,0,0
Liechtenstein,2020-03-05,0,0
Liechtenstein,2020-03-06,0,0
Liechtenstein,2020-03-07,0,0
Liechtenstein,2020-03-08,0,0
Liechtenstein,2020-03-09,0,0
Liechtenstein,2020-03-10,0,0
Liechtenstein,2020-03-11,0,0
Liechtenstein,2020-03-12,0,0
Liechtenstein,2020-03-13,0,0
Liechtenstein,2020-03-14,0,0
Liechtenstein,2020-03-15,0,0
Liechtenstein,2020-03-16,0,0
Liechtenstein,2020-03-17,0,0
Liechtenstein,2020-03-18,0,0
Liechtenstein,2020-03-19,0,0
Liechtenstein,2020-03-20,0,0
Liechtenstein,2020-03-21,0,0
Liechtenstein,2020-03-22,0,0
Liechtenstein,2020-03-23,0,0
Liechtenstein,2020-03-24,0,0
Liechtenstein,2020-03-25,0,0
Liechtenstein,2020-03-26,0,0
Liechtenstein,2020-03-27,0,0
Lithuania,2020-03-01,0,0
Lithuania,2020-03-02,0,0
Lithuania,2020-03-03,0,0
Lithuania,2020-03-04,0,0
Lithuania,2020-03-05,0,0
Lithuania,2020-03-06,0,0
Lithuania,2020-03-07,0,0
Lithuania,2020-03-08,0,0
Lithuania,2020-03-09,0,0
Lithuania,2020-03-10,0,0
Lithuania,2020-03-11,0,0
Lithuania,2020-03-12,0,0
Lithuania,2020-03-13,0,0
Lithuania,2020-03-14,0,0
Lithuania,2020-03-15,1,1
Lithuania,2020-03-16,1,0
Lithuania,2020-03-17,1,0
Lithuania,2020-03-18,1,0
Lithuania,2020-03-19,1,0
Lithuania,2020-03-20,1,0
Lithuania,2020-03-21,1,0
Lithuania,2020-03-22,1,0
Lithuania,2020-03-23,1,0
Lithuania,2020-03-24,1,0
Lithuania,2020-03-25,1,0
Lithuania,2020-03-26,1,0
Lithuania,2020-03-27,1,0
Luxembourg,2020-03-01,0,0
Luxembourg,2020-03-02,0,0
Luxembourg,2020-03-03,0,0
Luxembourg,2020-03-04,0,0
Luxembourg,2020-03-05,0,0
Luxembourg,2020-03-06,0,0
Luxembourg,2020-03-07,0,0
Luxembourg,2020-03-08,0,0
Luxembourg,2020-03-09,0,0
Luxembourg,2020-03-10,0,0
Luxembourg,2020-03-11,0,0
Luxembourg,2020-03-12,0,0
Luxembourg,2020-03-13,0,0
Luxembourg,2020-03-14,0,0
Luxembourg,2020-03-15,0,0
Luxembourg,2020-03-16,0,0
Luxembourg,2020-03-17,0,0
Luxembourg,2020-03-18,0,0
Luxembourg,2020-03-19,0,0
Luxembourg,2020-03-20,0,0
Luxembourg,2020-03-21,0,0
Luxembourg,2020-03-22,6,6
Luxembourg,2020-03-23,6,0
Luxembourg,2020-03-24,6,0
Luxembourg,2020-03-25,6,0
Luxembourg,2020-03-26,6,0
Luxembourg,2020-03-27,40,34
Madagascar,2020-03-01,0,0
Madagascar,2020-03-02,0,0
Madagascar,2020-03-03,0,0
Madagascar,2020-03-04,0,0
Madagascar,2020-03-05,0,0
Madagascar,2020-03-06,0,0
Madagascar,2020-03-07,0,0
Madagascar,2020-03-08,0,0
Madagascar,2020-03-09,0,0
Madagascar,2020-03-10,0,0
Madagascar,2020-03-11,0,0
Madagascar,2020-03-12,0,0
Madagascar,2020-03-13,0,0
Madagascar,2020-03-14,0,0
Madagascar,2020-03-15,0,0
Madagascar,2020-03-16,0,0
Madagascar,2020-03-17,0,0
Madagascar,2020-03-18,0,0
Madagascar,2020-03-19,0,0
Madagascar,2020-03-20,0,0
Madagascar,2020-03-21,0,0
Madagascar,2020-03-22,0,0
Madagascar,2020-03-23,0,0
Madagascar,2020-03-24,0,0
Madagascar,2020-03-25,0,0
Madagascar,2020-03-26,0,0
Madagascar,2020-03-27,0,0
Malaysia,2020-03-01,18,0
Malaysia,2020-03-02,18,0
Malaysia,2020-03-03,22,4
Malaysia,2020-03-04,22,0
Malaysia,2020-03-05,22,0
Malaysia,2020-03-06,22,0
Malaysia,2020-03-07,23,1
Malaysia,2020-03-08,24,1
Malaysia,2020-03-09,24,0
Malaysia,2020-03-10,24,0
Malaysia,2020-03-11,26,2
Malaysia,2020-03-12,26,0
Malaysia,2020-03-13,26,0
Malaysia,2020-03-14,35,9
Malaysia,2020-03-15,42,7
Malaysia,2020-03-16,42,0
Malaysia,2020-03-17,49,7
Malaysia,2020-03-18,60,11
Malaysia,2020-03-19,75,15
Malaysia,2020-03-20,87,12
Malaysia,2020-03-21,114,27
Malaysia,2020-03-22,139,25
Malaysia,2020-03-23,139,0
Malaysia,2020-03-24,183,44
Malaysia,2020-03-25,199,16
Malaysia,2020-03-26,215,16
Malaysia,2020-03-27,259,44
Maldives,2020-03-01,0,0
Maldives,2020-03-02,0,0
Maldives,2020-03-03,0,0
Maldives,2020-03-04,0,0
Maldives,2020-03-05,0,0
Maldives,2020-03-06,0,0
Maldives,2020-03-07,0,0
Maldives,2020-03-08,0,0
Maldives,2020-03-09,0,0
Maldives,2020-03-10,0,0
Maldives,2020-03-11,0,0
Maldives,2020-03-12,0,0
Maldives,2020-03-13,0,0
Maldives,2020-03-14,0,0
Maldives,2020-03-15,0,0
Maldives,2020-03-16,0,0
Maldives,2020-03-17,0,0
Maldives,2020-03-18,0,0
Maldives,2020-03-19,0,0
Maldives,2020-03-20,0,0
Maldives,2020-03-21,0,0
Maldives,2020-03-22,0,0
Maldives,2020-03-23,0,0
Maldives,2020-03-24,5,5
Maldives,2020-03-25,8,3
Maldives,2020-03-26,8,0
Maldives,2020-03-27,9,1
Mali,2020-03-01,0,0
Mali,2020-03-02,0,0
Mali,2020-03-03,0,0
Mali,2020-03-04,0,0
Mali,2020-03-05,0,0
Mali,2020-03-06,0,0
Mali,2020-03-07,0,0
Mali,2020-03-08,0,0
Mali,2020-03-09,0,0
Mali,2020-03-10,0,0
Mali,2020-03-11,0,0
Mali,2020-03-12,0,0
Mali,2020-03-13,0,0
Mali,2020-03-14,0,0
Mali,2020-03-15,0,0
Mali,2020-03-16,0,0
Mali,2020-03-17,0,0
Mali,2020-03-18,0,0
Mali,2020-03-19,0,0
Mali,2020-03-20,0,0
Mali,2020-03-21,0,0
Mali,2020-03-22,0,0
Mali,2020-03-23,0,0
Mali,2020-03-24,0,0
Mali,2020-03-25,0,0
Mali,2020-03-26,0,0
Mali,2020-03-27,0,0
Malta,2020-03-01,0,0
Malta,2020-03-02,0,0
Malta,2020-03-03,0,0
Malta,2020-03-04,0,0
Malta,2020-03-05,0,0
Malta,2020-03-06,0,0
Malta,2020-03-07,0,0
Malta,2020-03-08,0,0
Malta,2020-03-09,0,0
Malta,2020-03-10,0,0
Malta,2020-03-11,0,0
Malta,2020-03-12,0,0
Malta,2020-03-13,1,1
Malta,2020-03-14,1,0
Malta,2020-03-15,1,0
Malta,2020-03-16,2,1
Malta,2020-03-17,2,0
Malta,2020-03-18,2,0
Malta,2020-03-19,2,0
Malta,2020-03-20,2,0
Malta,2020-03-21,2,0
Malta,2020-03-22,2,0
Malta,2020-03-23,2,0
Malta,2020-03-24,2,0
Malta,2020-03-25,2,0
Malta,2020-03-26,2,0
Malta,2020-03-27,2,0
Mauritania,2020-03-01,0,0
Mauritania,2020-03-02,0,0
Mauritania,2020-03-03,0,0
Mauritania,2020-03-04,0,0
Mauritania,2020-03-05,0,0
Mauritania,2020-03-06,0,0
Mauritania,2020-03-07,0,0
Mauritania,2020-03-08,0,0
Mauritania,2020-03-09,0,0
Mauritania,2020-03-10,0,0
Mauritania,2020-03-11,0,0
Mauritania,2020-03-12,0,0
Mauritania,2020-03-13,0,0
Mauritania,2020-03-14,0,0
Mauritania,2020-03-15,0,0
Mauritania,2020-03-16,0,0
Mauritania,2020-03-17,0,0
Mauritania,2020-03-18,0,0
Mauritania,2020-03-19,0,0
Mauritania,2020-03-20,0,0
Mauritania,2020-03-21,0,0
Mauritania,2020-03-22,0,0
Mauritania,2020-03-23,0,0
Mauritania,2020-03-24,0,0
Mauritania,2020-03-25,0,0
Mauritania,2020-03-26,0,0
Mauritania,2020-03-27,0,0
Mauritius,2020-03-01,0,0
Mauritius,2020-03-02,0,0
Mauritius,2020-03-03,0,0
Mauritius,2020-03-04,0,0
Mauritius,2020-03-05,0,0
Mauritius,2020-03-06,0,0
Mauritius,2020-03-07,0,0
Mauritius,2020-03-08,0,0
Mauritius,2020-03-09,0,0
Mauritius,2020-03-10,0,0
Mauritius,2020-03-11,0,0
Mauritius,2020-03-12,0,0
Mauritius,2020-03-13,0,0
Mauritius,2020-03-14,0,0
Mauritius,2020-03-15,0,0
Mauritius,2020-03-16,0,0
Mauritius,2020-03-17,0,0
Mauritius,2020-03-18,0,0
Mauritius,2020-03-19,0,0
Mauritius,2020-03-20,0,0
Mauritius,2020-03-21,0,0
Mauritius,2020-03-22,0,0
Mauritius,2020-03-23,0,0
Mauritius,2020-03-24,0,0
Mauritius,2020-03-25,0,0
Mauritius,2020-03-26,0,0
Mauritius,2020-03-27,0,0
Mexico,2020-03-01,0,0
Mexico,2020-03-02,0,0
Mexico,2020-03-03,1,1
Mexico,2020-03-04,1,0
Mexico,2020-03-05,1,0
Mexico,2020-03-06,1,0
Mexico,2020-03-07,1,0
Mexico,2020-03-08,1,0
Mexico,2020-03-09,1,0
Mexico,2020-03-10,4,3
Mexico,2020-03-11,4,0
Mexico,2020-03-12,4,0
Mexico,2020-03-13,4,0
Mexico,2020-03-14,4,0
Mexico,2020-03-15,4,0
Mexico,2020-03-16,4,0
Mexico,2020-03-17,4,0
Mexico,2020-03-18,4,0
Mexico,2020-03-19,4,0
Mexico,2020-03-20,4,0
Mexico,2020-03-21,4,0
Mexico,2020-03-22,4,0
Mexico,2020-03-23,4,0
Mexico,2020-03-24,4,0
Mexico,2020-03-25,4,0
Mexico,2020-03-26,4,0
Mexico,2020-03-27,4,0
Moldova,2020-03-01,0,0
Moldova,2020-03-02,0,0
Moldova,2020-03-03,0,0
Moldova,2020-03-04,0,0
Moldova,2020-03-05,0,0
Moldova,2020-03-06,0,0
Moldova,2020-03-07,0,0
Moldova,2020-03-08,0,0
Moldova,2020-03-09,0,0
Moldova,2020-03-10,0,0
Moldova,2020-03-11,0,0
Moldova,2020-03-12,0,0
Moldova,2020-03-13,0,0
Moldova,2020-03-14,0,0
Moldova,2020-03-15,0,0
Moldova,2020-03-16,0,0
Moldova,2020-03-17,1,1
Moldova,2020-03-18,1,0
Moldova,2020-03-19,1,0
Moldova,2020-03-20,1,0
Moldova,2020-03-21,1,0
Moldova,2020-03-22,1,0
Moldova,2020-03-23,1,0
Moldova,2020-03-24,2,1
Moldova,2020-03-25,2,0
Moldova,2020-03-26,2,0
Moldova,2020-03-27,2,0
Monaco,2020-03-01,0,0
Monaco,2020-03-02,0,0
Monaco,2020-03-03,0,0
Monaco,2020-03-04,0,0
Monaco,2020-03-05,0,0
Monaco,2020-03-06,0,0
Monaco,2020-03-07,0,0
Monaco,2020-03-08,0,0
Monaco,2020-03-09,0,0
Monaco,2020-03-10,0,0
Monaco,2020-03-11,0,0
Monaco,2020-03-12,0,0
Monaco,2020-03-13,0,0
Monaco,2020-03-14,0,0
Monaco,2020-03-15,0,0
Monaco,2020-03-16,0,0
Monaco,2020-03-17,0,0
Monaco,2020-03-18,0,0
Monaco,2020-03-19,0,0
Monaco,2020-03-20,0,0
Monaco,2020-03-21,0,0
Monaco,2020-03-22,1,1
Monaco,2020-03-23,1,0
Monaco,2020-03-24,1,0
Monaco,2020-03-25,1,0
Monaco,2020-03-26,1,0
Monaco,2020-03-27,1,0
Mongolia,2020-03-01,0,0
Mongolia,2020-03-02,0,0
Mongolia,2020-03-03,0,0
Mongolia,2020-03-04,0,0
Mongolia,2020-03-05,0,0
Mongolia,2020-03-06,0,0
Mongolia,2020-03-07,0,0
Mongolia,2020-03-08,0,0
Mongolia,2020-03-09,0,0
Mongolia,2020-03-10,0,0
Mongolia,2020-03-11,0,0
Mongolia,2020-03-12,0,0
Mongolia,2020-03-13,0,0
Mongolia,2020-03-14,0,0
Mongolia,2020-03-15,0,0
Mongolia,2020-03-16,0,0
Mongolia,2020-03-17,0,0
Mongolia,2020-03-18,0,0
Mongolia,2020-03-19,0,0
Mongolia,2020-03-20,0,0
Mongolia,2020-03-21,0,0
Mongolia,2020-03-22,0,0
Mongolia,2020-03-23,0,0
Mongolia,2020-03-24,0,0
Mongolia,2020-03-25,0,0
Mongolia,2020-03-26,0,0
Mongolia,2020-03-27,0,0
Montenegro,2020-03-01,0,0
Montenegro,2020-03-02,0,0
Montenegro,2020-03-03,0,0
Montenegro,2020-03-04,0,0
Montenegro,2020-03-05,0,0
Montenegro,2020-03-06,0,0
Montenegro,2020-03-07,0,0
Montenegro,2020-03-08,0,0
Montenegro,2020-03-09,0,0
Montenegro,2020-03-10,0,0
Montenegro,2020-03-11,0,0
Montenegro,2020-03-12,0,0
Montenegro,2020-03-13,0,0
Montenegro,2020-03-14,0,0
Montenegro,2020-03-15,0,0
Montenegro,2020-03-16,0,0
Montenegro,2020-03-17,0,0
Montenegro,2020-03-18,0,0
Montenegro,2020-03-19,0,0
Montenegro,2020-03-20,0,0
Montenegro,2020-03-21,0,0
Montenegro,2020-03-22,0,0
Montenegro,2020-03-23,0,0
Montenegro,2020-03-24,0,0
Montenegro,2020-03-25,0,0
Montenegro,2020-03-26,0,0
Montenegro,2020-03-27,0,0
Morocco,2020-03-01,0,0
Morocco,2020-03-02,0,0
Morocco,2020-03-03,0,0
Morocco,2020-03-04,0,0
Morocco,2020-03-05,0,0
Morocco,2020-03-06,0,0
Morocco,2020-03-07,0,0
Morocco,2020-03-08,0,0
Morocco,2020-03-09,0,0
Morocco,2020-03-10,0,0
Morocco,2020-03-11,0,0
Morocco,2020-03-12,0,0
Morocco,2020-03-13,1,1
Morocco,2020-03-14,1,0
Morocco,2020-03-15,1,0
Morocco,2020-03-16,1,0
Morocco,2020-03-17,1,0
Morocco,2020-03-18,1,0
Morocco,2020-03-19,1,0
Morocco,2020-03-20,1,0
Morocco,2020-03-21,3,2
Morocco,2020-03-22,3,0
Morocco,2020-03-23,3,0
Morocco,2020-03-24,6,3
Morocco,2020-03-25,7,1
Morocco,2020-03-26,8,1
Morocco,2020-03-27,11,3
Mozambique,2020-03-01,0,0
Mozambique,2020-03-02,0,0
Mozambique,2020-03-03,0,0
Mozambique,2020-03-04,0,0
Mozambique,2020-03-05,0,0
Mozambique,2020-03-06,0,0
Mozambique,2020-03-07,0,0
Mozambique,2020-03-08,0,0
Mozambique,2020-03-09,0,0
Mozambique,2020-03-10,0,0
Mozambique,2020-03-11,0,0
Mozambique,2020-03-12,0,0
Mozambique,2020-03-13,0,0
Mozambique,2020-03-14,0,0
Mozambique,2020-03-15,0,0
Mozambique,2020-03-16,0,0
Mozambique,2020-03-17,0,0
Mozambique,2020-03-18,0,0
Mozambique,2020-03-19,0,0
Mozambique,2020-03-20,0,0
Mozambique,2020-03-21,0,0
Mozambique,2020-03-22,0,0
Mozambique,2020-03-23,0,0
Mozambique,2020-03-24,0,0
Mozambique,2020-03-25,0,0
Mozambique,2020-03-26,0,0
Mozambique,2020-03-27,0,0
Namibia,2020-03-01,0,0
Namibia,2020-03-02,0,0
Namibia,2020-03-03,0,0
Namibia,2020-03-04,0,0
Namibia,2020-03-05,0,0
Namibia,2020-03-06,0,0
Namibia,2020-03-07,0,0
Namibia,2020-03-08,0,0
Namibia,2020-03-09,0,0
Namibia,2020-03-10,0,0
Namibia,2020-03-11,0,0
Namibia,2020-03-12,0,0
Namibia,2020-03-13,0,0
Namibia,2020-03-14,0,0
Namibia,2020-03-15,0,0
Namibia,2020-03-16,0,0
Namibia,2020-03-17,0,0
Namibia,2020-03-18,0,0
Namibia,2020-03-19,0,0
Namibia,2020-03-20,0,0
Namibia,2020-03-21,0,0
Namibia,2020-03-22,0,0
Namibia,2020-03-23,0,0
Namibia,2020-03-24,2,2
Namibia,2020-03-25,2,0
Namibia,2020-03-26,2,0
Namibia,2020-03-27,2,0
Nepal,2020-03-01,1,0
Nepal,2020-03-02,1,0
Nepal,2020-03-03,1,0
Nepal,2020-03-04,1,0
Nepal,2020-03-05,1,0
Nepal,2020-03-06,1,0
Nepal,2020-03-07,1,0
Nepal,2020-03-08,1,0
Nepal,2020-03-09,1,0
Nepal,2020-03-10,1,0
Nepal,2020-03-11,1,0
Nepal,2020-03-12,1,0
Nepal,2020-03-13,1,0
Nepal,2020-03-14,1,0
Nepal,2020-03-15,1,0
Nepal,2020-03-16,1,0
Nepal,2020-03-17,1,0
Nepal,2020-03-18,1,0
Nepal,2020-03-19,1,0
Nepal,2020-03-20,1,0
Nepal,2020-03-21,1,0
Nepal,2020-03-22,1,0
Nepal,2020-03-23,1,0
Nepal,2020-03-24,1,0
Nepal,2020-03-25,1,0
Nepal,2020-03-26,1,0
Nepal,2020-03-27,1,0
Netherlands,2020-03-01,0,0
Netherlands,2020-03-02,0,0
Netherlands,2020-03-03,0,0
Netherlands,2020-03-04,0,0
Netherlands,2020-03-05,0,0
Netherlands,2020-03-06,0,0
Netherlands,2020-03-07,0,0
Netherlands,2020-03-08,0,0
Netherlands,2020-03-09,0,0
Netherlands,2020-03-10,0,0
Netherlands,2020-03-11,0,0
Netherlands,2020-03-12,0,0
Netherlands,2020-03-13,0,0
Netherlands,2020-03-14,2,2
Netherlands,2020-03-15,2,0
Netherlands,2020-03-16,2,0
Netherlands,2020-03-17,2,0
Netherlands,2020-03-18,2,0
Netherlands,2020-03-19,2,0
Netherlands,2020-03-20,2,0
Netherlands,2020-03-21,2,0
Netherlands,2020-03-22,2,0
Netherlands,2020-03-23,2,0
Netherlands,2020-03-24,3,1
Netherlands,2020-03-25,4,1
Netherlands,2020-03-26,6,2
Netherlands,2020-03-27,6,0
New Zealand,2020-03-01,0,0
New Zealand,2020-03-02,0,0
New Zealand,2020-03-03,0,0
New Zealand,2020-03-04,0,0
New Zealand,2020-03-05,0,0
New Zealand,2020-03-06,0,0
New Zealand,2020-03-07,0,0
New Zealand,2020-03-08,0,0
New Zealand,2020-03-09,0,0
New Zealand,2020-03-10,0,0
New Zealand,2020-03-11,0,0
New Zealand,2020-03-12,0,0
New Zealand,2020-03-13,0,0
New Zealand,2020-03-14,0,0
New Zealand,2020-03-15,0,0
New Zealand,2020-03-16,0,0
New Zealand,2020-03-17,0,0
New Zealand,2020-03-18,0,0
New Zealand,2020-03-19,0,0
New Zealand,2020-03-20,0,0
New Zealand,2020-03-21,0,0
New Zealand,2020-03-22,0,0
New Zealand,2020-03-23,0,0
New Zealand,2020-03-24,12,12
New Zealand,2020-03-25,22,10
New Zealand,2020-03-26,27,5
New Zealand,2020-03-27,37,10
Nicaragua,2020-03-01,0,0
Nicaragua,2020-03-02,0,0
Nicaragua,2020-03-03,0,0
Nicaragua,2020-03-04,0,0
Nicaragua,2020-03-05,0,0
Nicaragua,2020-03-06,0,0
Nicaragua,2020-03-07,0,0
Nicaragua,2020-03-08,0,0
Nicaragua,2020-03-09,0,0
Nicaragua,2020-03-10,0,0
Nicaragua,2020-03-11,0,0
Nicaragua,2020-03-12,0,0
Nicaragua,2020-03-13,0,0
Nicaragua,2020-03-14,0,0
Nicaragua,2020-03-15,0,0
Nicaragua,2020-03-16,0,0
Nicaragua,2020-03-17,0,0
Nicaragua,2020-03-18,0,0
Nicaragua,2020-03-19,0,0
Nicaragua,2020-03-20,0,0
Nicaragua,2020-03-21,0,0
Nicaragua,2020-03-22,0,0
Nicaragua,2020-03-23,0,0
Nicaragua,2020-03-24,0,0
Nicaragua,2020-03-25,0,0
Nicaragua,2020-03-26,0,0
Nicaragua,2020-03-27,0,0
Niger,2020-03-01,0,0
Niger,2020-03-02,0,0
Niger,2020-03-03,0,0
Niger,2020-03-04,0,0
Niger,2020-03-05,0,0
Niger,2020-03-06,0,0
Niger,2020-03-07,0,0
Niger,2020-03-08,0,0
Niger,2020-03-09,0,0
Niger,2020-03-10,0,0
Niger,2020-03-11,0,0
Niger,2020-03-12,0,0
Niger,2020-03-13,0,0
Niger,2020-03-14,0,0
Niger,2020-03-15,0,0
Niger,2020-03-16,0,0
Niger,2020-03-17,0,0
Niger,2020-03-18,0,0
Niger,2020-03-19,0,0
Niger,2020-03-20,0,0
Niger,2020-03-21,0,0
Niger,2020-03-22,0,0
Niger,2020-03-23,0,0
Niger,2020-03-24,0,0
Niger,2020-03-25,0,0
Niger,2020-03-26,0,0
Niger,2020-03-27,0,0
Nigeria,2020-03-01,0,0
Nigeria,2020-03-02,0,0
Nigeria,2020-03-03,0,0
Nigeria,2020-03-04,0,0
Nigeria,2020-03-05,0,0
Nigeria,2020-03-06,0,0
Nigeria,2020-03-07,0,0
Nigeria,2020-03-08,0,0
Nigeria,2020-03-09,0,0
Nigeria,2020-03-10,0,0
Nigeria,2020-03-11,0,0
Nigeria,2020-03-12,0,0
Nigeria,2020-03-13,0,0
Nigeria,2020-03-14,0,0
Nigeria,2020-03-15,0,0
Nigeria,2020-03-16,0,0
Nigeria,2020-03-17,0,0
Nigeria,2020-03-18,1,1
Nigeria,2020-03-19,1,0
Nigeria,2020-03-20,1,0
Nigeria,2020-03-21,1,0
Nigeria,2020-03-22,2,1
Nigeria,2020-03-23,2,0
Nigeria,2020-03-24,2,0
Nigeria,2020-03-25,2,0
Nigeria,2020-03-26,2,0
Nigeria,2020-03-27,3,1
North Macedonia,2020-03-01,0,0
North Macedonia,2020-03-02,0,0
North Macedonia,2020-03-03,0,0
North Macedonia,2020-03-04,0,0
North Macedonia,2020-03-05,0,0
North Macedonia,2020-03-06,0,0
North Macedonia,2020-03-07,0,0
North Macedonia,2020-03-08,0,0
North Macedonia,2020-03-09,0,0
North Macedonia,2020-03-10,0,0
North Macedonia,2020-03-11,0,0
North Macedonia,2020-03-12,0,0
North Macedonia,2020-03-13,1,1
North Macedonia,2020-03-14,1,0
North Macedonia,2020-03-15,1,0
North Macedonia,2020-03-16,1,0
North Macedonia,2020-03-17,1,0
North Macedonia,2020-03-18,1,0
North Macedonia,2020-03-19,1,0
North Macedonia,2020-03-20,1,0
North Macedonia,2020-03-21,1,0
North Macedonia,2020-03-22,1,0
North Macedonia,2020-03-23,1,0
North Macedonia,2020-03-24,1,0
North Macedonia,2020-03-25,1,0
North Macedonia,2020-03-26,3,2
North Macedonia,2020-03-27,3,0
Norway,2020-03-01,0,0
Norway,2020-03-02,0,0
Norway,2020-03-03,0,0
Norway,2020-03-04,0,0
Norway,2020-03-05,0,0
Norway,2020-03-06,0,0
Norway,2020-03-07,0,0
Norway,2020-03-08,0,0
Norway,2020-03-09,1,1
Norway,2020-03-10,1,0
Norway,2020-03-11,1,0
Norway,2020-03-12,1,0
Norway,2020-03-13,1,0
Norway,2020-03-14,1,0
Norway,2020-03-15,1,0
Norway,2020-03-16,1,0
Norway,2020-03-17,1,0
Norway,2020-03-18,1,0
Norway,2020-03-19,1,0
Norway,2020-03-20,1,0
Norway,2020-03-21,1,0
Norway,2020-03-22,1,0
Norway,2020-03-23,1,0
Norway,2020-03-24,6,5
Norway,2020-03-25,6,0
Norway,2020-03-26,6,0
Norway,2020-03-27,6,0
Oman,2020-03-01,1,0
Oman,2020-03-02,1,0
Oman,2020-03-03,2,1
Oman,2020-03-04,2,0
Oman,2020-03-05,2,0
Oman,2020-03-06,2,0
Oman,2020-03-07,2,0
Oman,2020-03-08,2,0
Oman,2020-03-09,2,0
Oman,2020-03-10,9,7
Oman,2020-03-11,9,0
Oman,2020-03-12,9,0
Oman,2020-03-13,9,0
Oman,2020-03-14,9,0
Oman,2020-03-15,9,0
Oman,2020-03-16,9,0
Oman,2020-03-17,9,0
Oman,2020-03-18,12,3
Oman,2020-03-19,12,0
Oman,2020-03-20,12,0
Oman,2020-03-21,12,0
